id1,id2,similarity,relatedness,contextual_similarity,FT-cbow,FT-SG,w2v-SG,w2v-cbow,Path-based,LV,NW,Cosine_Similarity
cols,rects,0.173,0.4166,NAN,0.41,0.66,0.4,-0.23,0.76,0.2,0.5,0.22087362408638
resetSize,popupFeatures,0.0418,0.1428,0.231,0.13,0.49,0.58,0.29,0.75,0.15,0.42,0.16837529838085175
parentWindow,scanner,0.0735,0.0463,NAN,0.14,0.34,0.06,0.2,0.26,0.17,0.38,0.06629258394241333
popupToolbar,popupDependent,0.25,0.6077,0.3865,0.63,0.75,0.9,0.34,NAN,0.36,0.61,0.5223087072372437
cursor,intercept,0.15,0.2503,NAN,0.2,0.35,0.23,0.08,0.33,0.11,0.39,0.03413059189915657
split,shim,0.264,0.3316,0.242,0.21,0.45,0.16,0.04,0.35,0.4,0.6,0.03494131937623024
ranges,codes,0.1818,0.3818,0.0404,0.49,0.55,0.27,0.18,0.67,0.33,0.58,0.1929141730070114
prereq,fnExists,0.1668,0.1109,NAN,0.34,0.76,0.91,0.67,0.01,0.0,0.38,0.1622234433889389
styleSelectLabel,cssClassInputLabel,0.5625,0.6077,0.8547,0.64,0.74,0.94,0.74,NAN,0.44,0.67,0.5753128528594971
ELEMENT_NODE,TEXT_NODE,0.5148,0.7999,0.8147,0.82,0.79,0.87,0.34,0.94,0.58,0.67,0.7144998908042908
rlocalProtocol,rprotocol,0.7083,0.8839,0.9428,0.92,0.78,0.77,0.47,0.81,0.57,0.61,0.7755416631698608
listeners,cbs,0.1922,0.0947,0.143,0.55,0.62,0.55,0.28,0.76,0.11,0.22,0.2335318922996521
ranges,expressions,0.175,0.3724,NAN,0.38,0.46,0.45,0.17,0.78,0.18,0.36,0.09894510358572006
segments,annotations,0.2655,0.3135,NAN,0.27,0.39,0.38,0.21,0.74,0.18,0.45,0.09008792787790298
onPlay,onPause,0.1618,0.8768,NAN,0.83,0.83,0.84,0.17,0.94,0.43,0.64,0.5155622959136963
clientY,_keyStr,0.1168,0.1109,NAN,0.2,0.41,0.21,0.07,0.4,0.14,0.57,0.18197001516819
oMatchesSelector,msMatchesSelector,0.6562,0.8692,0.4824,0.92,0.96,0.94,0.63,1.0,0.88,0.91,0.987162709236145
re,destruct,0.0207,0.063,0.0247,0.12,0.45,0.12,-0.04,0.46,0.12,0.19,-0.03937097638845444
click,dblclick,0.206,0.9691,NAN,0.75,0.75,0.66,0.39,0.82,0.62,0.62,0.8697502613067627
columns,requests,0.125,0.1663,0.5999,0.24,0.49,0.31,0.17,0.75,0.25,0.56,0.16886116564273834
a11,b12,0.1945,0.6804,0.1062,0.76,0.87,0.86,0.55,0.93,0.33,0.67,0.6206719279289246
pink,brown,0.0938,0.6893,0.2204,0.38,0.74,0.82,0.63,0.91,0.0,0.4,0.06236977502703667
floor,abs,0.1427,0.3462,NAN,0.65,0.82,0.82,0.76,0.9,0.0,0.3,0.2680467665195465
math,miny,0.0177,0.3836,0.1581,0.47,0.63,0.44,0.27,0.35,0.25,0.62,0.3590557873249054
alignTop,popupToolbar,0.147,0.2001,NAN,0.39,0.47,0.52,0.57,NAN,0.17,0.42,0.32060137391090393
oDomRef,structuralType,0.0938,0.0194,NAN,0.14,0.34,0.27,0.2,0.59,0.0,0.25,0.10888008773326874
dataAndEvents,deepDataAndEvents,0.7368,0.8624,0.8374,0.91,0.97,0.97,0.86,0.7,0.76,0.76,0.7019246816635132
toggle,isLength,0.0147,0.0,0.1147,0.19,0.42,0.07,-0.04,0.32,0.12,0.44,0.03954550251364708
defaults,DomRange,0.1332,0.2155,NAN,0.11,0.34,0.16,-0.07,0.44,0.0,0.5,0.19448691606521606
advice,alternative,0.0695,0.1284,NAN,0.26,0.35,0.46,0.27,0.71,0.27,0.41,0.03143157437443733
controller,mutator,0.3125,0.3789,0.242,0.23,0.31,0.22,0.11,0.55,0.2,0.45,0.043210286647081375
files,locations,0.4465,0.4396,0.8585,0.25,0.46,0.3,-0.04,0.82,0.22,0.39,0.23671254515647888
click,mouseup,0.4305,0.8692,0.143,0.51,0.67,0.73,0.34,0.9,0.0,0.36,0.38913726806640625
inputs,resources,0.4167,0.6339,0.7932,0.29,0.45,0.32,-0.03,0.78,0.22,0.44,0.1880268156528473
styleSelectLabel,inlineStyleInputLabel,0.5625,0.6569,NAN,0.72,0.74,0.91,0.24,NAN,0.48,0.62,0.6499977707862854
a12,a13,0.5,0.8133,NAN,0.96,0.97,0.96,0.5,0.98,0.67,0.83,0.8545475602149963
abs,sqrt,0.0177,0.6825,NAN,0.61,0.81,0.83,0.85,0.89,0.0,0.38,0.5575271248817444
cells,segments,0.5938,0.6893,NAN,0.3,0.5,0.37,0.14,0.72,0.25,0.44,0.11977486312389374
place,written,0.047,0.1009,0.3411,0.15,0.41,0.2,0.11,0.42,0.14,0.43,-0.07966113835573196
on,immediate,0.175,0.1893,0.208,0.1,0.51,0.25,-0.03,0.42,0.0,0.11,0.22012409567832947
links,associations,0.6667,0.8039,NAN,0.33,0.42,0.42,-0.01,0.72,0.17,0.29,0.37702420353889465
names,sources,0.578,0.6077,0.3489,0.37,0.54,0.52,0.11,0.81,0.29,0.5,0.20471987128257751
minx,ymax,0.1168,0.6862,0.0404,0.58,0.79,0.71,0.27,0.83,0.25,0.62,0.5783829092979431
cols,domains,0.25,0.4294,0.1819,0.19,0.47,0.13,0.04,0.72,0.29,0.43,0.11100993305444717
ELEMENT_ARRAY_BUFFER,bufferData,0.5312,0.8366,0.875,0.51,0.75,0.9,0.52,0.55,0.0,0.25,-0.19461679458618164
equals,same,0.8333,0.9346,0.7225,0.58,0.68,0.67,0.43,0.65,0.17,0.42,0.32800427079200745
nextTick,notification,0.1345,0.2356,NAN,0.32,0.43,0.39,0.02,0.33,0.25,0.46,0.09364209324121475
cfg,conf,0.9445,0.8546,0.9428,0.43,0.66,0.37,0.25,0.73,0.25,0.5,0.3621405363082886
wrapper,scroller,0.3845,0.477,0.0404,0.39,0.52,0.46,0.62,0.69,0.38,0.62,0.26453468203544617
userA,userB,0.4605,0.9174,0.7958,0.95,0.94,0.95,0.4,0.97,0.8,0.9,0.9967271089553833
columns,datasets,0.1875,0.4278,NAN,0.48,0.53,0.62,0.09,0.71,0.12,0.5,0.23440836369991302
limit,exponent,0.1537,0.3562,NAN,0.19,0.5,0.41,0.01,0.77,0.12,0.38,0.08068718761205673
onTouchStart,onTouchMove,0.4545,0.7861,0.9397,0.88,0.92,0.95,0.33,0.96,0.58,0.75,0.779805600643158
sender,timeEnd,0.0625,0.1064,NAN,0.12,0.45,0.34,-0.11,0.43,0.14,0.43,0.013127372600138187
scaleX,scaleY,0.1668,0.9783,NAN,0.97,0.97,0.99,0.61,0.95,0.83,0.92,0.9987460970878601
ui,secret,0.0735,0.0463,0.3489,0.05,0.5,0.09,0.33,0.54,0.0,0.17,0.06929299235343933
builtinConstants,buildinConstants,0.6315,0.8073,0.9023,0.91,0.92,0.93,0.34,0.97,0.94,0.97,0.8337319493293762
objects,images,NAN,NAN,0.8986,0.33,0.58,0.44,-0.21,0.73,0.14,0.5,0.1314464956521988
items,images,NAN,NAN,0.8436,0.39,0.6,0.4,-0.09,0.83,0.33,0.58,0.11653061211109161
items,links,NAN,NAN,0.7983,0.39,0.57,0.52,-0.06,0.75,0.2,0.6,0.18315264582633972
canvas,image,NAN,NAN,0.9397,0.47,0.68,0.6,0.59,0.71,0.0,0.42,0.25002992153167725
files,filenames,NAN,NAN,0.9186,0.8,0.76,0.76,0.34,0.78,0.56,0.56,0.6479793787002563
margin,padding,NAN,NAN,0.9369,0.62,0.74,0.78,0.62,0.87,0.43,0.64,0.3852829933166504
destroy,dispose,NAN,NAN,0.3022,0.48,0.63,0.5,0.5,0.85,0.29,0.64,0.35299810767173767
