Subject,Language,Domain,Metric
14966,elixir,db,1.0
14967,elixir,ml,1.0
14968,elixir,frontend,1.0
14969,elixir,comp,1.0
14970,elixir,frontend,1.0
14971,elixir,backend,2.0
14972,elixir,backend,1.0
14973,elixir,db,1.0
14974,elixir,ml,1.0
14975,elixir,backend,1.0
14976,elixir,backend,1.0
14977,elixir,comp,1.0
14978,elixir,ml,1.0
14979,elixir,db,1.5
14980,elixir,backend,1.0
14981,elixir,backend,1.0
14982,elixir,backend,1.0
14983,elixir,backend,1.0
14984,elixir,backend,1.0
14985,elixir,backend,1.0
14986,elixir,db,1.0
14987,elixir,db,2.0
14988,elixir,backend,1.0
14989,elixir,ml,1.0
14990,elixir,backend,1.0
14991,elixir,frontend,1.0
14992,elixir,backend,1.0
14993,elixir,backend,1.0
14994,elixir,backend,1.0
14995,elixir,backend,1.0
14996,elixir,lang,1.0
14997,elixir,ml,1.0
14998,elixir,ml,1.0
14999,elixir,backend,1.0
15000,elixir,db,1.0
15001,elixir,comp,1.0
15002,elixir,frontend,1.0
15003,elixir,backend,1.0
15004,elixir,backend,1.0
15005,elixir,db,1.5
15006,elixir,comp,5.0
15007,elixir,backend,1.0
15008,elixir,backend,1.0
15009,elixir,db,1.0
15010,elixir,backend,1.0
15011,elixir,backend,2.0
15012,elixir,backend,1.0
15013,elixir,backend,1.0
15014,elixir,db,2.5
15015,elixir,frontend,1.0
15016,elixir,backend,1.0
15017,elixir,backend,1.0
15018,elixir,comp,1.0
15019,elixir,backend,1.0
15020,elixir,backend,1.0
15021,elixir,backend,1.5
15022,elixir,backend,1.0
15023,elixir,db,1.0
15024,elixir,game,1.0
15025,elixir,backend,1.0
15026,elixir,backend,2.0
15027,elixir,backend,1.0
15028,elixir,ml,1.0
15029,elixir,comp,2.0
15030,elixir,backend,1.0
15031,elixir,db,2.0
15032,elixir,comp,1.0
15033,elixir,backend,1.0
15034,elixir,ml,1.0
15035,elixir,backend,1.0
15036,elixir,backend,3.0
15037,elixir,comp,1.0
15038,elixir,backend,1.0
15039,elixir,lang,1.0
15040,elixir,backend,1.0
15041,elixir,db,2.0
15042,elixir,backend,1.0
15043,elixir,backend,3.0
15044,elixir,backend,1.0
15045,elixir,backend,1.0
15046,elixir,backend,1.0
15047,elixir,backend,1.0
15048,elixir,game,1.0
15049,elixir,backend,1.0
15050,elixir,comp,1.0
15051,elixir,db,1.0
15052,elixir,db,2.0
15053,elixir,ml,1.0
15054,elixir,backend,1.0
15055,elixir,comp,1.0
15056,elixir,backend,1.0
15057,elixir,game,1.0
15058,elixir,backend,1.0
15059,elixir,backend,1.0
15060,elixir,db,2.0
15061,elixir,backend,0.0
15062,elixir,db,1.0
15063,elixir,backend,1.0
15064,elixir,db,1.5
15065,elixir,backend,1.0
15066,elixir,comp,1.0
15067,elixir,backend,1.0
15068,elixir,backend,1.0
15069,elixir,db,1.0
15070,elixir,frontend,1.0
15071,elixir,backend,1.0
15072,elixir,backend,1.0
15073,elixir,lang,2.0
15074,elixir,db,1.0
15075,elixir,db,1.0
15076,elixir,lang,1.0
15077,elixir,backend,2.0
15078,elixir,db,1.0
15079,elixir,db,1.0
15080,elixir,frontend,1.0
15081,elixir,db,1.0
15082,elixir,backend,2.0
15083,elixir,ml,2.0
15084,elixir,lang,1.0
15085,elixir,frontend,1.0
15086,elixir,backend,1.0
15087,elixir,comp,1.0
15088,elixir,backend,1.0
15089,elixir,backend,2.0
15090,elixir,backend,1.0
15091,elixir,lang,1.0
15092,elixir,ml,1.0
15093,elixir,frontend,1.0
15094,elixir,backend,1.5
15095,elixir,comp,2.0
15096,elixir,lang,1.0
15097,elixir,backend,1.0
15098,elixir,frontend,1.0
15099,elixir,db,1.0
15100,elixir,backend,1.0
15101,elixir,backend,1.0
15102,elixir,backend,1.0
15103,elixir,backend,2.0
15104,elixir,backend,1.0
15105,elixir,backend,1.0
15106,elixir,backend,1.0
15107,elixir,backend,1.0
15108,elixir,ml,1.0
15109,elixir,ml,1.0
15110,elixir,db,1.0
15111,elixir,db,1.0
15112,elixir,db,1.5
15113,elixir,comp,1.0
15114,elixir,backend,1.0
15115,elixir,db,1.5
15116,elixir,frontend,1.0
15117,elixir,backend,1.0
15118,elixir,backend,2.5
15119,elixir,backend,1.0
15120,elixir,backend,2.0
15121,elixir,db,1.0
15122,elixir,backend,2.0
15123,elixir,backend,1.5
15124,elixir,db,0.5
15125,elixir,backend,1.0
15126,elixir,comp,2.0
15127,elixir,ml,1.0
15128,elixir,ml,1.0
15129,elixir,backend,1.0
15130,elixir,game,1.0
15131,elixir,db,1.0
15132,elixir,comp,1.0
15133,elixir,ml,1.0
15134,elixir,backend,1.0
15135,elixir,backend,1.0
15136,elixir,backend,1.0
15137,elixir,backend,2.0
15138,elixir,backend,1.0
15139,elixir,game,1.5
15140,elixir,db,1.0
15141,elixir,backend,1.0
15142,elixir,game,1.0
15143,elixir,frontend,1.0
15144,elixir,backend,1.0
15145,elixir,db,2.0
15146,elixir,backend,1.0
15147,elixir,backend,2.0
15148,elixir,db,1.0
15149,elixir,frontend,1.0
15150,elixir,backend,1.0
15151,elixir,backend,1.0
15152,elixir,backend,1.0
15153,elixir,backend,1.0
15154,elixir,frontend,1.0
15155,elixir,backend,1.0
15156,elixir,backend,2.0
15157,elixir,backend,1.0
15158,elixir,comp,1.0
15159,elixir,frontend,1.0
15160,elixir,frontend,1.5
15161,elixir,frontend,1.0
15162,elixir,frontend,1.0
15163,elixir,lang,1.0
15164,elixir,comp,2.0
15165,elixir,db,2.0
15166,elixir,backend,1.0
15167,elixir,frontend,2.0
15168,elixir,db,1.0
15169,elixir,db,1.0
15170,elixir,backend,1.0
15171,elixir,db,1.0
15172,elixir,backend,1.0
15173,elixir,game,1.0
15174,elixir,backend,1.0
15175,elixir,comp,1.0
15176,elixir,frontend,1.0
15177,elixir,db,1.0
15178,elixir,db,1.0
15179,elixir,backend,2.0
15180,elixir,backend,1.0
15181,elixir,db,1.0
15182,elixir,backend,1.0
15183,elixir,backend,1.0
15184,elixir,ml,1.0
15185,elixir,comp,1.0
15186,elixir,backend,1.0
15187,elixir,frontend,1.0
15188,elixir,backend,1.5
15189,elixir,db,1.0
15190,elixir,backend,1.0
15191,elixir,db,1.0
15192,elixir,backend,1.0
15193,elixir,backend,1.0
15194,elixir,backend,1.0
15195,elixir,lang,1.0
15196,elixir,frontend,1.0
15197,elixir,comp,1.0
15198,elixir,backend,1.0
15199,elixir,backend,1.0
15200,elixir,frontend,1.0
15201,elixir,lang,0.0
15202,elixir,ml,1.0
15203,elixir,game,2.0
15204,elixir,backend,1.0
15205,elixir,db,1.0
15206,elixir,backend,1.0
15207,elixir,db,1.0
15208,elixir,backend,1.0
15209,elixir,backend,2.0
15210,elixir,backend,1.0
15211,elixir,lang,1.0
15212,elixir,lang,1.0
15213,elixir,ml,1.0
15214,elixir,backend,1.0
15215,elixir,backend,1.0
15216,elixir,backend,1.0
15217,elixir,backend,1.0
15218,elixir,comp,1.0
15219,elixir,frontend,1.0
15220,elixir,backend,2.5
15221,elixir,backend,1.0
15222,elixir,backend,1.0
15223,elixir,backend,1.0
15224,elixir,game,1.0
15225,elixir,backend,2.0
15226,elixir,backend,1.5
15227,elixir,comp,1.0
15228,elixir,db,1.0
15229,elixir,backend,1.0
15230,elixir,lang,1.0
15231,elixir,frontend,1.0
15232,elixir,backend,1.0
15233,elixir,lang,0.0
15234,elixir,lang,1.0
15235,elixir,game,1.0
15236,elixir,frontend,1.5
15237,elixir,ml,2.0
15238,elixir,backend,1.0
15239,elixir,backend,1.0
15240,elixir,backend,1.0
15241,elixir,backend,1.0
15242,elixir,backend,1.0
15243,elixir,backend,1.0
15244,elixir,backend,2.0
15245,elixir,db,2.0
15246,elixir,backend,1.0
15247,elixir,backend,1.0
15248,elixir,db,1.0
15249,elixir,game,1.0
15250,elixir,backend,1.0
15251,elixir,lang,1.0
15252,elixir,lang,2.0
15253,elixir,backend,1.0
15254,elixir,backend,1.0
15255,elixir,backend,1.0
15256,elixir,backend,1.0
15257,elixir,backend,1.0
15258,elixir,ml,1.0
15259,elixir,db,1.0
15260,elixir,backend,2.0
15261,elixir,db,1.0
15262,elixir,backend,2.0
15263,elixir,backend,1.0
15264,elixir,backend,1.0
15265,elixir,db,1.0
15266,elixir,game,2.0
15267,elixir,comp,1.0
15268,elixir,backend,1.0
15269,elixir,ml,1.0
15270,elixir,backend,1.0
15271,elixir,lang,1.0
15272,elixir,backend,1.0
15273,elixir,db,1.0
15274,elixir,db,1.0
15275,elixir,game,1.0
15276,elixir,ml,1.0
15277,elixir,backend,1.0
15278,elixir,lang,1.0
15279,elixir,backend,1.0
15280,elixir,backend,1.0
15281,elixir,backend,1.0
15282,elixir,backend,0.0
15283,elixir,lang,1.0
15284,elixir,backend,1.5
15285,elixir,backend,1.0
15286,elixir,backend,1.0
15287,elixir,db,1.0
15288,elixir,backend,1.0
15289,elixir,backend,1.0
15290,elixir,db,1.0
15291,elixir,backend,1.0
15292,elixir,backend,1.0
15293,elixir,frontend,1.0
15294,elixir,frontend,1.0
15295,elixir,ml,1.0
15296,elixir,backend,1.0
15297,elixir,backend,1.0
15298,elixir,backend,1.0
15299,elixir,backend,1.0
15300,elixir,db,1.0
15301,elixir,db,1.0
15302,elixir,backend,1.0
15303,elixir,backend,2.0
15304,elixir,game,1.0
15305,elixir,lang,2.0
15306,elixir,ml,1.0
15307,elixir,ml,1.0
15308,elixir,backend,2.0
15309,elixir,db,2.5
15310,elixir,frontend,2.0
15311,elixir,db,1.0
15312,elixir,ml,1.0
15313,elixir,backend,1.0
15314,elixir,backend,1.0
15315,elixir,backend,2.0
15316,elixir,backend,2.0
15317,elixir,backend,0.0
15318,elixir,comp,1.0
15319,elixir,game,1.0
15320,elixir,db,2.0
15321,elixir,comp,2.0
15322,elixir,backend,1.0
15323,elixir,db,1.0
15324,elixir,backend,1.0
15325,elixir,ml,1.0
15326,elixir,backend,1.0
15327,elixir,comp,2.0
15328,elixir,comp,1.0
15329,elixir,frontend,1.0
15330,elixir,lang,1.5
15331,elixir,backend,1.0
15332,elixir,backend,1.0
15333,elixir,lang,1.0
15334,elixir,ml,1.0
15335,elixir,comp,1.0
15336,elixir,backend,1.5
15337,elixir,backend,1.5
15338,elixir,backend,1.0
15339,elixir,backend,1.5
15340,elixir,comp,1.0
15341,elixir,backend,1.0
15342,elixir,lang,1.0
15343,elixir,db,1.0
15344,elixir,backend,1.0
15345,elixir,db,1.0
15346,elixir,backend,1.0
15347,elixir,backend,1.0
15348,elixir,db,1.0
15349,elixir,backend,1.0
15350,elixir,game,1.0
15351,elixir,backend,1.0
15352,elixir,backend,1.5
15353,elixir,backend,1.0
15354,elixir,db,1.0
15355,elixir,game,1.0
15356,elixir,db,1.0
15357,elixir,backend,2.0
15358,elixir,backend,1.0
15359,elixir,lang,1.0
15360,elixir,db,1.0
15361,elixir,backend,2.0
15362,elixir,frontend,1.0
15363,elixir,db,0.5
15364,elixir,lang,1.0
15365,elixir,frontend,1.0
15366,elixir,backend,1.5
15367,elixir,backend,1.0
15368,elixir,frontend,2.0
15369,elixir,frontend,1.0
15370,elixir,backend,2.0
15371,elixir,backend,1.0
15372,elixir,backend,1.5
15373,elixir,backend,1.0
15374,elixir,db,1.0
15375,elixir,backend,1.0
15376,elixir,db,1.0
15377,elixir,backend,2.0
15378,elixir,backend,2.0
15379,elixir,backend,1.5
15380,elixir,db,1.0
15381,elixir,backend,3.0
15382,elixir,frontend,1.0
15383,elixir,backend,1.0
15384,elixir,db,1.0
15385,elixir,ml,1.5
15386,elixir,backend,1.0
15387,elixir,backend,1.0
15388,elixir,comp,2.0
15389,elixir,backend,1.0
15390,elixir,db,2.0
15391,elixir,db,1.0
15392,elixir,backend,1.0
15393,elixir,frontend,1.0
15394,elixir,frontend,2.0
15395,elixir,backend,1.0
15396,elixir,lang,1.0
15397,elixir,comp,1.0
15398,elixir,backend,1.0
15399,elixir,backend,1.0
15400,elixir,backend,1.0
15401,elixir,lang,1.0
15402,elixir,backend,1.0
15403,elixir,backend,1.0
15404,elixir,frontend,1.0
15405,elixir,frontend,1.0
15406,elixir,db,1.0
15407,elixir,comp,1.0
15408,elixir,backend,1.0
15409,elixir,backend,1.0
15410,elixir,backend,1.0
15411,elixir,comp,1.0
15412,elixir,backend,1.0
15413,elixir,backend,1.0
15414,elixir,comp,1.0
15415,elixir,ml,1.5
15416,elixir,comp,2.0
15417,elixir,backend,1.0
15418,elixir,backend,1.0
15419,elixir,lang,1.5
15420,elixir,db,1.0
15421,elixir,backend,1.0
15422,elixir,lang,1.0
15423,elixir,backend,1.0
15424,elixir,backend,2.0
15425,elixir,comp,1.0
15426,elixir,db,1.0
15427,elixir,comp,1.0
15428,elixir,comp,1.0
15429,elixir,backend,1.0
15430,elixir,frontend,1.0
15431,elixir,backend,1.5
15432,elixir,backend,1.5
15433,elixir,db,1.0
15434,elixir,backend,1.0
15435,elixir,backend,2.0
15436,elixir,db,1.0
15437,elixir,frontend,2.0
15438,elixir,backend,3.0
15439,elixir,backend,1.5
15440,elixir,db,1.0
15441,elixir,frontend,1.0
15442,elixir,comp,1.0
15443,elixir,ml,1.0
15444,elixir,comp,1.5
15445,elixir,db,1.0
15446,elixir,backend,1.0
15447,elixir,comp,1.5
15448,elixir,db,1.0
15449,elixir,db,1.0
15450,elixir,backend,2.0
15451,elixir,backend,1.0
15452,elixir,backend,1.0
15453,elixir,backend,1.0
15454,elixir,backend,1.0
15455,elixir,db,1.0
15456,elixir,backend,1.0
15457,elixir,backend,1.0
15458,elixir,game,1.0
15459,elixir,lang,1.5
15460,elixir,db,1.0
15461,elixir,db,1.0
15462,elixir,backend,1.5
15463,elixir,backend,1.0
15464,elixir,game,1.0
15465,elixir,db,1.0
15466,elixir,backend,1.0
15467,elixir,backend,1.5
15468,elixir,backend,1.0
15469,elixir,backend,1.5
15470,elixir,lang,1.0
15471,elixir,db,1.0
15472,elixir,comp,1.0
15473,elixir,backend,1.0
15474,elixir,backend,1.0
15475,elixir,backend,2.0
15476,elixir,backend,1.0
15477,elixir,db,1.0
15478,elixir,comp,1.0
15479,elixir,backend,1.0
15480,elixir,backend,2.0
15481,elixir,db,1.0
15482,elixir,db,1.0
15483,elixir,backend,1.0
15484,elixir,db,1.0
15485,elixir,backend,1.0
15486,elixir,backend,1.0
15487,elixir,backend,1.0
15488,elixir,comp,2.0
15489,elixir,backend,1.0
15490,elixir,backend,1.0
15491,elixir,db,1.0
15492,elixir,comp,1.0
15493,elixir,backend,1.5
15494,elixir,backend,1.5
15495,elixir,backend,1.0
15496,elixir,backend,2.0
15497,elixir,db,1.0
15498,elixir,db,2.0
15499,elixir,db,1.0
15500,elixir,frontend,1.0
15501,elixir,db,1.0
15502,elixir,lang,1.0
15503,elixir,backend,1.0
15504,elixir,backend,1.0
15505,elixir,backend,1.0
15506,elixir,backend,1.0
15507,elixir,db,1.0
15508,elixir,backend,1.0
15509,elixir,backend,2.0
15510,elixir,comp,2.0
15511,elixir,lang,1.0
15512,elixir,frontend,1.0
15513,elixir,backend,1.0
15514,elixir,db,1.0
15515,elixir,backend,1.0
15516,elixir,comp,1.0
15517,elixir,db,1.0
15518,elixir,backend,1.0
15519,elixir,frontend,1.0
15520,elixir,backend,1.0
15521,elixir,db,1.0
15522,elixir,ml,1.0
15523,elixir,ml,1.0
15524,elixir,backend,1.0
15525,elixir,ml,1.0
15526,elixir,frontend,0.0
15527,elixir,backend,1.0
15528,elixir,db,1.0
15529,elixir,backend,1.0
15530,elixir,backend,1.0
15531,elixir,backend,2.0
15532,elixir,backend,1.0
15533,elixir,backend,1.0
15534,elixir,backend,1.0
15535,elixir,backend,1.0
15536,elixir,backend,1.0
15537,elixir,db,2.0
15538,elixir,db,1.0
15539,elixir,frontend,1.0
15540,elixir,lang,1.0
15541,elixir,frontend,1.0
15542,elixir,backend,2.0
15543,elixir,ml,1.0
15544,elixir,backend,2.0
15545,elixir,frontend,1.0
15546,elixir,db,1.0
15547,elixir,lang,2.0
15548,elixir,backend,1.0
15549,elixir,backend,1.0
15550,elixir,game,1.0
15551,elixir,db,1.0
15552,elixir,ml,2.0
15553,elixir,backend,1.0
15554,elixir,backend,1.0
15555,elixir,frontend,2.0
15556,elixir,backend,1.0
15557,elixir,backend,1.0
15558,elixir,db,2.0
15559,elixir,backend,1.0
15560,elixir,backend,1.0
15561,elixir,db,1.0
15562,elixir,backend,1.0
15563,elixir,backend,1.0
15564,elixir,frontend,1.0
15565,elixir,backend,1.0
15566,elixir,lang,1.0
15567,elixir,game,1.0
15568,elixir,backend,2.0
15569,elixir,frontend,1.0
15570,elixir,backend,4.0
15571,elixir,comp,1.0
15572,elixir,lang,1.0
15573,elixir,db,1.0
15574,elixir,backend,1.0
15575,elixir,backend,1.0
15576,elixir,db,1.0
15577,elixir,frontend,1.0
15578,elixir,db,1.0
15579,elixir,comp,1.0
15580,elixir,comp,1.0
15581,elixir,backend,1.0
15582,elixir,backend,1.0
15583,elixir,frontend,1.0
15584,elixir,frontend,1.0
15585,elixir,frontend,1.0
15586,elixir,frontend,1.0
15587,elixir,db,1.0
15588,elixir,db,1.5
15589,elixir,backend,1.0
15590,elixir,db,1.0
15591,elixir,comp,1.0
15592,elixir,comp,1.0
15593,elixir,backend,1.0
15594,elixir,backend,2.0
15595,elixir,db,1.0
15596,elixir,lang,1.0
15597,elixir,backend,2.0
15598,elixir,backend,1.5
15599,elixir,backend,1.0
15600,elixir,frontend,1.0
15601,elixir,backend,2.5
15602,elixir,backend,2.0
15603,elixir,backend,4.0
15604,elixir,db,1.0
15605,elixir,db,1.0
15606,elixir,comp,1.0
15607,elixir,comp,1.5
15608,elixir,backend,1.0
15609,elixir,backend,1.0
15610,elixir,frontend,1.0
15611,elixir,comp,2.0
15612,elixir,backend,1.0
15613,elixir,backend,1.0
15614,elixir,backend,2.0
15615,elixir,db,1.0
15616,elixir,backend,1.0
15617,elixir,backend,1.0
15618,elixir,ml,1.0
15619,elixir,backend,1.0
15620,elixir,backend,1.0
15621,elixir,backend,1.0
15622,elixir,db,1.0
15623,elixir,backend,1.0
15624,elixir,backend,1.0
15625,elixir,backend,1.0
15626,elixir,backend,4.0
15627,elixir,frontend,1.0
15628,elixir,game,1.0
15629,elixir,db,1.0
15630,elixir,game,1.0
15631,elixir,backend,1.0
15632,elixir,backend,1.0
15633,elixir,comp,1.0
15634,elixir,frontend,1.0
15635,elixir,db,1.0
15636,elixir,lang,1.0
15637,elixir,backend,1.5
15638,elixir,frontend,1.0
15639,elixir,lang,1.0
15640,elixir,backend,1.0
15641,elixir,backend,2.0
15642,elixir,frontend,1.0
15643,elixir,ml,1.0
15644,elixir,comp,2.0
15645,elixir,comp,1.0
15646,elixir,ml,1.0
15647,elixir,backend,1.0
15648,elixir,comp,1.0
15649,elixir,backend,1.0
15650,elixir,db,1.0
15651,elixir,comp,1.0
15652,elixir,frontend,1.0
15653,elixir,lang,0.0
15654,elixir,backend,2.0
15655,elixir,comp,1.0
15656,elixir,db,1.0
15657,elixir,backend,1.5
15658,elixir,backend,1.0
15659,elixir,backend,1.0
15660,elixir,backend,1.0
15661,elixir,backend,2.0
15662,elixir,frontend,1.0
15663,elixir,game,1.5
15664,elixir,backend,2.0
15665,elixir,comp,1.0
15666,elixir,backend,1.0
15667,elixir,backend,2.0
15668,elixir,backend,2.0
15669,elixir,ml,1.0
15670,elixir,db,2.0
15671,elixir,game,2.0
15672,elixir,game,1.0
15673,elixir,lang,1.0
15674,elixir,db,1.0
15675,elixir,backend,1.0
15676,elixir,backend,2.0
15677,elixir,backend,1.0
15678,elixir,db,1.0
15679,elixir,backend,1.0
15680,elixir,game,1.0
15681,elixir,db,1.0
15682,elixir,comp,1.0
15683,elixir,backend,1.0
15684,elixir,lang,1.0
15685,elixir,backend,1.0
15686,elixir,lang,1.0
15687,elixir,db,0.5
15688,elixir,backend,1.0
15689,elixir,backend,0.0
15690,elixir,frontend,1.0
15691,elixir,backend,1.0
15692,elixir,comp,2.0
15693,elixir,backend,1.0
15694,elixir,db,1.0
15695,elixir,backend,2.0
15696,elixir,backend,1.0
15697,elixir,backend,2.0
15698,elixir,frontend,1.0
15699,elixir,db,1.5
15700,elixir,backend,1.0
15701,elixir,frontend,1.0
15702,elixir,backend,2.0
15703,elixir,frontend,1.0
15704,elixir,comp,1.0
15705,elixir,db,1.0
15706,elixir,comp,1.0
15707,elixir,backend,1.0
15708,elixir,db,1.0
15709,elixir,db,1.0
15710,elixir,backend,1.0
15711,elixir,lang,1.0
15712,elixir,backend,2.0
15713,elixir,frontend,1.0
15714,elixir,db,1.0
15715,elixir,backend,1.0
15716,elixir,backend,1.0
15717,elixir,db,1.0
15718,elixir,backend,1.0
15719,elixir,backend,1.0
15720,elixir,backend,2.0
15721,elixir,backend,1.0
15722,elixir,db,1.0
15723,elixir,backend,2.0
15724,elixir,db,1.0
15725,elixir,comp,1.0
15726,elixir,backend,1.0
15727,elixir,db,1.0
15728,elixir,db,1.0
15729,elixir,db,1.0
15730,elixir,ml,1.0
15731,elixir,db,1.0
15732,elixir,backend,1.5
15733,elixir,backend,2.0
15734,elixir,backend,1.0
15735,elixir,backend,1.0
15736,elixir,backend,1.0
15737,elixir,frontend,1.0
15738,elixir,backend,2.0
15739,elixir,db,1.0
15740,elixir,frontend,1.0
15741,elixir,db,1.0
15742,elixir,backend,1.0
15743,elixir,backend,0.5
15744,elixir,backend,1.0
15745,elixir,backend,1.0
15746,elixir,db,1.0
15747,elixir,comp,1.0
15748,elixir,ml,1.0
15749,elixir,backend,1.0
15750,elixir,backend,1.0
15751,elixir,ml,1.0
15752,elixir,frontend,1.0
15753,elixir,backend,2.0
15754,elixir,backend,1.0
15755,elixir,frontend,1.0
15756,elixir,backend,1.0
15757,elixir,backend,1.0
15758,elixir,lang,2.0
15759,elixir,lang,1.0
15760,elixir,backend,1.0
15761,elixir,comp,1.0
15762,elixir,backend,1.0
15763,elixir,backend,2.0
15764,elixir,db,1.5
15765,elixir,backend,1.0
15766,elixir,lang,1.5
15767,elixir,lang,1.0
15768,elixir,ml,2.0
15769,elixir,db,1.0
15770,elixir,db,1.0
15771,elixir,db,1.0
15772,elixir,lang,2.0
15773,elixir,backend,1.0
15774,elixir,ml,2.0
15775,elixir,backend,1.0
15776,elixir,backend,1.0
15777,elixir,backend,2.5
15778,elixir,backend,1.0
15779,elixir,backend,1.0
15780,elixir,db,1.0
15781,elixir,backend,3.0
15782,elixir,frontend,1.0
15783,elixir,lang,1.0
15784,elixir,backend,1.0
15785,elixir,db,1.0
15786,elixir,backend,2.0
15787,elixir,backend,2.0
15788,elixir,comp,1.0
15789,elixir,comp,1.0
15790,elixir,backend,1.0
15791,elixir,db,1.0
15792,elixir,backend,1.0
15793,elixir,frontend,2.0
15794,elixir,backend,1.0
15795,elixir,backend,1.0
15796,elixir,backend,1.0
15797,elixir,backend,2.0
15798,elixir,frontend,1.0
15799,elixir,game,2.0
15800,elixir,backend,1.0
15801,elixir,comp,1.0
15802,elixir,frontend,1.5
15803,elixir,game,1.0
15804,elixir,lang,1.0
15805,elixir,db,1.0
15806,elixir,ml,1.0
15807,elixir,backend,1.0
15808,elixir,backend,2.0
15809,elixir,ml,2.0
15810,elixir,comp,1.0
15811,elixir,db,1.0
15812,elixir,frontend,1.0
15813,elixir,backend,1.0
15814,elixir,backend,1.0
15815,elixir,db,1.0
15816,elixir,game,1.0
15817,elixir,backend,1.0
15818,elixir,backend,2.0
15819,elixir,backend,1.0
15820,elixir,game,1.0
15821,elixir,backend,2.0
15822,elixir,backend,1.5
15823,elixir,backend,2.0
15824,elixir,backend,1.0
15825,elixir,game,1.0
15826,elixir,backend,1.0
15827,elixir,backend,1.0
15828,elixir,backend,2.0
15829,elixir,backend,1.0
15830,elixir,frontend,1.0
15831,elixir,db,1.5
15832,elixir,lang,1.5
15833,elixir,backend,1.0
15834,elixir,backend,1.0
15835,elixir,db,1.0
15836,elixir,db,1.0
15837,elixir,comp,1.0
15838,elixir,db,1.0
15839,elixir,comp,1.0
15840,elixir,comp,1.0
15841,elixir,lang,1.0
15842,elixir,comp,1.0
15843,elixir,lang,1.0
15844,elixir,frontend,1.0
15845,elixir,backend,1.0
15846,elixir,comp,1.0
15847,elixir,backend,1.0
15848,elixir,game,1.0
15849,elixir,backend,1.5
15850,elixir,backend,1.0
15851,elixir,backend,2.0
15852,elixir,db,1.0
15853,elixir,backend,1.0
15854,elixir,ml,1.0
15855,elixir,db,1.5
15856,elixir,backend,1.0
15857,elixir,db,1.0
15858,elixir,db,2.0
15859,elixir,frontend,1.0
15860,elixir,db,2.0
15861,elixir,backend,2.0
15862,elixir,backend,1.0
15863,elixir,comp,1.0
15864,elixir,backend,1.0
15865,elixir,backend,1.0
15866,elixir,db,2.0
15867,elixir,db,1.0
15868,elixir,backend,1.0
15869,elixir,game,1.0
15870,elixir,comp,1.0
15871,elixir,backend,1.0
15872,elixir,db,1.0
15873,elixir,backend,1.0
15874,elixir,backend,1.0
15875,elixir,backend,1.0
15876,elixir,backend,1.0
15877,elixir,frontend,1.0
15878,elixir,db,1.0
15879,elixir,backend,1.0
15880,elixir,db,1.0
15881,elixir,db,1.0
15882,elixir,backend,1.0
15883,elixir,db,1.5
15884,elixir,backend,2.0
15885,elixir,backend,1.0
15886,elixir,backend,1.0
15887,elixir,backend,1.0
15888,elixir,backend,2.0
15889,elixir,db,1.0
15890,elixir,backend,1.0
15891,elixir,comp,1.5
15892,elixir,db,1.0
15893,elixir,backend,1.0
15894,elixir,backend,1.0
15895,elixir,backend,1.0
15896,elixir,backend,1.0
15897,elixir,db,1.0
15898,elixir,lang,1.0
15899,elixir,backend,1.0
15900,elixir,comp,1.0
15901,elixir,db,1.0
15902,elixir,backend,1.0
15903,elixir,backend,1.5
15904,elixir,backend,1.0
15905,elixir,ml,1.5
15906,elixir,comp,1.0
15907,elixir,frontend,1.0
15908,elixir,backend,1.0
15909,elixir,comp,1.0
15910,elixir,frontend,1.0
15911,elixir,backend,1.0
15912,elixir,backend,1.0
15913,elixir,frontend,1.0
15914,elixir,backend,1.0
15915,elixir,db,1.0
15916,elixir,backend,1.0
15917,elixir,backend,2.0
15918,elixir,frontend,1.0
15919,elixir,db,1.0
15920,elixir,backend,1.0
15921,elixir,backend,1.0
15922,elixir,frontend,1.0
15923,elixir,ml,1.0
15924,elixir,backend,1.0
15925,elixir,lang,1.0
15926,elixir,lang,1.0
15927,elixir,comp,1.0
15928,elixir,backend,1.0
15929,elixir,backend,1.0
15930,elixir,db,3.0
15931,elixir,lang,1.0
15932,elixir,backend,1.0
15933,elixir,backend,2.0
15934,elixir,backend,1.0
15935,elixir,db,1.0
15936,elixir,frontend,1.0
15937,elixir,backend,1.0
15938,elixir,backend,1.0
15939,elixir,comp,1.0
15940,elixir,backend,2.0
15941,elixir,backend,1.0
15942,elixir,frontend,1.0
15943,elixir,db,2.0
15944,elixir,db,1.0
15945,elixir,db,1.0
15946,elixir,backend,1.0
15947,elixir,frontend,1.5
15948,elixir,lang,1.0
15949,elixir,backend,1.0
15950,elixir,backend,1.0
15951,elixir,backend,1.0
15952,elixir,comp,1.0
15953,elixir,game,1.0
15954,elixir,frontend,2.5
15955,elixir,ml,1.0
15956,elixir,db,1.5
15957,elixir,backend,2.0
15958,elixir,backend,1.0
15959,elixir,backend,1.0
15960,elixir,backend,1.0
15961,elixir,comp,1.0
15962,elixir,backend,1.0
15963,elixir,backend,1.0
15964,elixir,game,1.0
15965,elixir,backend,1.0
15966,elixir,backend,2.0
15967,elixir,backend,1.0
15968,elixir,backend,1.0
15969,elixir,backend,2.0
15970,elixir,backend,1.0
15971,elixir,lang,1.0
15972,elixir,comp,1.0
